ads_idx,ads_code,adv_idx,sch_idx,ads_type,ads_category,ads_name,ads_limit,ads_payment,ads_save_way,ads_day_cap,ads_sdate,ads_edate,ads_os_type,ads_contract_price,ads_reward_price,ads_order,ads_rejoin_type,regdate
436200,GPMvCmWc3y,1596,1202623,3,4,[정답입력] 강릉중앙시장맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-07-25 01:04:20,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-25 01:04:20
436203,QUmGj3aUBE,1596,1202629,3,4,[정답입력] 역삼역맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-07-25 01:13:57,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-25 01:13:56
436238,JQeGgrOril,1631,1202699,3,4,누수,,,정답입력,N,2025-07-25 03:02:46,9999-12-31 23:59:59,7,20,14,1369610,ADS_CODE_DAILY_UPDATE,2025-07-25 03:02:45
436239,OoWs8IIJBd,1631,1202701,3,4,누수,,,정답입력,N,2025-07-25 03:02:47,9999-12-31 23:59:59,7,20,14,1369610,ADS_CODE_DAILY_UPDATE,2025-07-25 03:02:46
436271,wc3aP6ytXZ,335,1202746,1,1,공시 기출문제는 공풀!,,,받기,N,2025-07-25 09:47:15,9999-12-31 23:59:59,1,170,120,2760100,NONE,2025-07-25 09:47:15
436643,drcbDlOweT,1597,1222152,3,5,PLAYTIME - 게임으로 돈 벌기,,,아무 게임이나 다운받고 첫 리워드 받기,N,2025-07-25 18:00:00,2029-11-29 00:00:00,2,13320,10000,2467400,NONE,2025-07-25 18:53:56
436648,DVa2xV4pwe,1596,1203456,3,4,[정답입력] 양주 맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-07-25 19:52:12,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-25 19:52:11
436653,lejnJm6Eyi,1596,1203466,3,4,[저장하기]물만난한우파주맛집-20250725-18,,,네이버 플레이스 저장하기,N,2025-07-25 19:52:15,9999-12-31 23:59:59,7,20,14,1369610,ADS_CODE_DAILY_UPDATE,2025-07-25 19:52:15
437599,SRAUz0ixy8,1655,1205305,3,4,지리산 흑염소 진액 엑기스 국내산 토종 흑염소즙 30포 이경제적 169111,,,네이버스마트스토어 퀴즈,N,2025-07-27 20:57:18,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-27 20:57:17
437651,LUY7ghUv1R,1655,1205407,3,4,이온음료 분말 가루 타먹는 마시는 수액 포도당 링거 30포 169137,,,네이버스마트스토어 퀴즈,N,2025-07-28 09:08:58,9999-12-31 23:59:59,7,18,12,1369610,ADS_CODE_DAILY_UPDATE,2025-07-28 09:08:58
437652,vsTTeyRejJ,318,1205409,3,4,해님UVLED젖병소독기4세대 맞추기 7.28,,,퀴즈 맞추기,N,2025-07-28 10:07:25,9999-12-31 23:59:59,7,16,11,1369610,NONE,2025-07-28 10:07:25
437711,Z87a7ZsBfL,318,1205532,3,4,에어힐러자차청정기 맞추기 7.28,,,퀴즈 맞추기,N,2025-07-28 13:07:58,9999-12-31 23:59:59,7,16,11,1369590,NONE,2025-07-28 13:07:57
437727,4IcTGwIqh2,930,1205551,12,11,백년약방 염색 가인(천연 염색제) /내츄럴블랙,,26900,구매,N,2025-07-28 13:00:00,9999-12-31 00:00:00,7,11727,7600,1528425,REJOINABLE,2025-07-28 13:40:26
437740,ZdxI2JiC2t,318,1205568,3,4,해님 젖병소독기 맞추기 7.28,,,퀴즈 맞추기,N,2025-07-28 15:07:18,9999-12-31 23:59:59,7,16,11,1369722,NONE,2025-07-28 15:07:17
437753,hxvk1fD3o8,1275,1217202,2,2,군주 키우기 : 방치형 RPG,,,최초 오픈,N,2025-07-30 14:00:00,2025-08-27 00:00:00,1,280,180,2761700,NONE,2025-07-28 16:31:47
437772,lpXTj46MVW,1596,1205627,3,4,[정답입력]인천오늘의간판-20250725-16,,,네이버 플레이스 장소명 입력하기,N,2025-07-28 17:02:46,9999-12-31 23:59:59,7,18,12,1369722,ADS_CODE_DAILY_UPDATE,2025-07-28 17:02:46
437780,hjA4Vwz5W2,1355,1205642,3,5,Eat Repeat,,,깊이850M도달,N,2025-07-28 17:12:18,9999-12-31 23:59:59,2,1280,960,2447400,NONE,2025-07-28 17:12:17
437847,z6qFczv77e,1596,1205802,3,4,[정답입력] 영도맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-07-28 18:37:25,9999-12-31 23:59:59,7,18,12,1369722,ADS_CODE_DAILY_UPDATE,2025-07-28 18:37:25
437857,6M2qywjOkT,318,1205823,3,4,용가리전자담배 베이포레소에이 맞추기 8.21,,,퀴즈 맞추기,N,2025-07-28 19:02:29,9999-12-31 23:59:59,7,18,12,1369620,NONE,2025-07-28 19:02:29
437871,QoCIKGqCkT,318,1205850,3,4,철물파크 도무스 트랜치 맞추기 9.11,,,퀴즈 맞추기,N,2025-07-29 00:07:49,9999-12-31 23:59:59,7,16,11,1369722,NONE,2025-07-29 00:07:49
437886,G0bHPIVoZ4,1623,1205876,3,4,배곧맛집,,,퀴즈 맞추기,N,2025-07-29 00:10:30,9999-12-31 23:59:59,7,15,10,1369658,NONE,2025-07-29 00:10:30
437990,08c4QYmbdM,1655,1206054,3,4,토성유황오리 169377,,,네이버플레이스 퀴즈,N,2025-07-29 00:14:14,9999-12-31 23:59:59,7,18,12,1369622,ADS_CODE_DAILY_UPDATE,2025-07-29 00:14:14
438010,Z7sCpiFOzM,1655,1206092,3,4,노트북파우치 맥북에어 맥북프로 M4 삼성 갤럭시북5 LG그램 슬리브13P 호환세로 1694,,,네이버스마트스토어 퀴즈,N,2025-07-29 00:14:28,9999-12-31 23:59:59,7,18,12,1369622,ADS_CODE_DAILY_UPDATE,2025-07-29 00:14:28
438011,a8r1mfvsm0,1655,1206094,3,4,차량용 소화기 나이아드 자동차겸용 ABC 분말소화기 1kg 능력2단위 가정용 캠핑용 차량,,,네이버스마트스토어 퀴즈,N,2025-07-29 00:14:29,9999-12-31 23:59:59,7,18,12,1369622,ADS_CODE_DAILY_UPDATE,2025-07-29 00:14:28
438019,LVRufjktht,1655,1206110,3,4,삼정물산 왕타 백선생 베이직 칫솔 10개입 1개 169435,,,네이버스마트스토어 퀴즈,N,2025-07-29 00:14:34,9999-12-31 23:59:59,7,18,12,1369622,ADS_CODE_DAILY_UPDATE,2025-07-29 00:14:34
438040,txFqNtXzIl,1655,1206152,3,4,소금맨션 169518,,,네이버플레이스 퀴즈,N,2025-07-29 00:14:44,9999-12-31 23:59:59,7,18,12,1369622,ADS_CODE_DAILY_UPDATE,2025-07-29 00:14:44
438050,AXY49XXBEG,82,1206173,3,4,호텔프로포즈 (리뷰 전체보기 클릭 후 URL 제출),,,리뷰 전체보기 클릭 후 URL 제출,N,2025-07-29 01:07:39,9999-12-31 23:59:59,7,17,8,1369622,NONE,2025-07-29 01:07:39
438099,iwYcpAk8cZ,1596,1206259,3,4,[정답입력] 마곡나루 맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-07-29 09:57:37,9999-12-31 23:59:59,7,18,12,1369622,ADS_CODE_DAILY_UPDATE,2025-07-29 09:57:37
438111,Wz6ImIS4np,1615,1206273,12,11,도킹형 보조배터리(lite) C타입_파스텔핑크,,21900,구매,N,2025-07-29 10:00:00,9999-12-31 00:00:00,7,7090,4600,1360973,REJOINABLE,2025-07-29 10:03:59
438117,s9EiXPRo0o,1615,1206279,12,11,어글리파스텔 니치향수 묘사 55ml,,30600,구매,N,2025-07-29 10:00:00,9999-12-31 00:00:00,7,9636,6200,1303016,REJOINABLE,2025-07-29 10:05:14
438123,iMIQ1XpPtM,318,1206285,3,4,실리콘 수영가방 맞추기 5.30,,,퀴즈 맞추기,N,2025-07-29 10:07:35,9999-12-31 23:59:59,7,18,12,1369622,NONE,2025-07-29 10:07:34
438162,j45uyRNs9i,1596,1206361,3,4,[정답입력] 고잔동 맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-07-29 11:07:56,9999-12-31 23:59:59,7,18,12,1369622,ADS_CODE_DAILY_UPDATE,2025-07-29 11:07:55
438219,ge4VKgFO6N,1615,1206471,12,11,키친플래그 오일 스프레이 4종 세트,,27900,구매,N,2025-07-29 13:00:00,9999-12-31 00:00:00,7,12636,8200,1555191,REJOINABLE,2025-07-29 13:59:29
438222,T20sMqmXET,1615,1206474,12,11,제주탄산수 탄산오름 250ml 12병(플레인),,36000,구매,N,2025-07-29 14:00:00,9999-12-31 00:00:00,7,14090,9100,1671554,REJOINABLE,2025-07-29 14:00:17
438226,qfpV1tl2YU,1615,1206478,12,11,제주탄산수 탄산오름 250ml 12병(혼합),,36000,구매,N,2025-07-29 14:00:00,9999-12-31 00:00:00,7,14090,9100,1648373,REJOINABLE,2025-07-29 14:00:40
438227,8T5rwIFiZD,930,1206479,12,11,라에스테 셀코어샷 바이탈 로즈 앰플 50ml,,49000,구매,N,2025-07-29 14:00:00,9999-12-31 00:00:00,7,20909,13500,1547719,REJOINABLE,2025-07-29 14:00:44
438272,2DJwjJEJEd,318,1206579,3,4,안벗겨지는양말남자 맞추기 8.23,,,퀴즈 맞추기,N,2025-07-29 17:06:39,9999-12-31 23:59:59,7,18,12,1369722,NONE,2025-07-29 17:06:39
438273,uEcXST5hyg,318,1206581,3,4,목문용방문손잡이 맞추기 7.29,,,퀴즈 맞추기,N,2025-07-29 17:06:40,9999-12-31 23:59:59,7,16,11,1369722,NONE,2025-07-29 17:06:40
438334,3NF0RuXYQ3,82,1206729,3,4,모기퇴치기 (리뷰 전체보기 클릭 후 URL 제출),,,리뷰 전체보기 클릭 후 URL 제출,N,2025-07-29 19:12:12,9999-12-31 23:59:59,7,17,8,1369722,NONE,2025-07-29 19:12:11
438382,4oAKlz4NB1,82,1206813,3,4,평촌더끌림입시미술전문학원 (플레이스 URL 입력),,,퀴즈 정답 맞추기,N,2025-07-30 00:13:51,9999-12-31 23:59:59,7,16,8,1369722,NONE,2025-07-30 00:13:51
438436,PZLtxuFcqA,910,1206918,2,1,알바몬,,,최초 오픈,N,2025-07-30 10:00:00,2029-11-29 00:00:00,7,200,160,2754400,NONE,2025-07-30 10:14:09
438440,kCTqhjg5hG,1623,1206925,3,4,삼성 G100D,,,퀴즈 맞추기,N,2025-07-30 10:37:47,9999-12-31 23:59:59,7,15,10,1369722,NONE,2025-07-30 10:37:46
438441,PnfotZCXD3,1623,1206927,3,4,삼성 H170D,,,퀴즈 맞추기,N,2025-07-30 10:37:47,9999-12-31 23:59:59,7,15,10,1369722,NONE,2025-07-30 10:37:47
438442,xtwJ1WM1BN,1623,1206929,3,4,삼성 F100D,,,퀴즈 맞추기,N,2025-07-30 10:37:48,9999-12-31 23:59:59,7,15,10,1369722,NONE,2025-07-30 10:37:48
438515,sYWo8fIVHI,1655,1207075,3,4,결혼식답례품 결혼 답례품 핸드워시 회사 선물 170081,,,네이버스마트스토어 퀴즈,N,2025-07-30 11:27:51,9999-12-31 23:59:59,7,18,12,1369722,ADS_CODE_DAILY_UPDATE,2025-07-30 11:27:50
438540,jZuBGoIh2U,1655,1207124,3,4,드립백 답례품 드립 커피 결혼식 답례품 선물 세트 170090,,,네이버스마트스토어 퀴즈,N,2025-07-30 12:10:17,9999-12-31 23:59:59,7,18,12,1369722,ADS_CODE_DAILY_UPDATE,2025-07-30 12:10:16
438561,qXVtBLftwN,1623,1207158,3,4,[정답입력]밭솥 렌지대,,,퀴즈 맞추기,N,2025-07-30 13:13:23,9999-12-31 23:59:59,7,15,10,1369722,NONE,2025-07-30 13:13:22
438564,KBAmW4pT2c,1655,1207164,3,4,강남타토아의원 170102,,,네이버플레이스 퀴즈,N,2025-07-30 13:23:01,9999-12-31 23:59:59,7,18,12,1369697,ADS_CODE_DAILY_UPDATE,2025-07-30 13:23:01
438717,978EHf08iw,1623,1207438,3,4,충주 치과,,,퀴즈 맞추기,N,2025-07-31 00:10:12,9999-12-31 23:59:59,7,15,10,1369722,NONE,2025-07-31 00:10:12
438883,ybCO1YYbWz,1596,1207791,3,4,[정답입력] 부천술집,,,네이버 플레이스 리뷰찾기,N,2025-07-31 11:42:37,9999-12-31 23:59:59,7,18,12,1369706,ADS_CODE_DAILY_UPDATE,2025-07-31 11:42:37
438897,U7uN8DHm3N,930,1207813,12,11,[동원] 야채참치 90g x 8캔,,19800,구매,N,2025-07-31 11:00:00,9999-12-31 00:00:00,7,3909,2500,1639403,REJOINABLE,2025-07-31 11:48:17
438925,3zuX6FWjUM,1655,1207860,3,4,세레니끄방배사당점 170487,,,네이버플레이스 저장하기 미션,N,2025-07-31 13:02:58,9999-12-31 23:59:59,7,28,20,1369722,NONE,2025-07-31 13:02:57
438932,2F4d2ug0mt,1655,1207872,3,4,세레니끄산본점 170491,,,네이버플레이스 저장하기 미션,N,2025-07-31 13:13:02,9999-12-31 23:59:59,7,28,20,1369722,NONE,2025-07-31 13:13:02
438942,tXO1neCRf0,1668,1207892,3,10,좋은이름 만들기,,,회원가입 후 결제,N,2025-07-31 14:00:00,2031-01-03 00:00:00,7,2300,1725,2403300,NONE,2025-07-31 14:14:02
438973,yQGnn9l1BQ,1668,1207953,3,10,DNA 인사이트,,,회원가입 후 결제,N,2025-08-05 14:00:00,2031-01-04 00:00:00,7,4000,3000,2396100,NONE,2025-07-31 14:40:21
439078,wL8cUaKZX5,1655,1208157,3,4,이천누수탐지하수구막힘변기막힘해빙24시긴급설비 170663,,,네이버플레이스 저장하기 미션,N,2025-07-31 19:31:39,9999-12-31 23:59:59,7,28,20,1369722,NONE,2025-07-31 19:31:39
439160,R4Ki2kiw6d,1655,1208305,3,4,박승광해물손칼국수 원주점 167937,,,네이버플레이스 퀴즈,N,2025-08-01 00:11:12,9999-12-31 23:59:59,7,18,12,1369722,ADS_CODE_DAILY_UPDATE,2025-08-01 00:11:11
439162,CyE7Z1aE6r,1655,1208309,3,4,박승광해물손칼국수 원주점 167941,,,네이버플레이스 퀴즈,N,2025-08-01 00:11:13,9999-12-31 23:59:59,7,18,12,1369722,ADS_CODE_DAILY_UPDATE,2025-08-01 00:11:13
439163,H8egksjJE3,335,1208311,2,0,더핀,,,최초 오픈,N,2025-08-01 00:12:42,9999-12-31 23:59:59,2,230,180,2747300,NONE,2025-08-01 00:12:42
439166,PNC8Epd1XF,1655,1208316,3,4,제주 불로초 감귤 농장 황금향 신비향 사백일향 카라향 고당도 타이벡 비가림 하우스 귤 17,,,네이버스마트스토어 퀴즈,N,2025-08-01 00:13:17,9999-12-31 23:59:59,7,18,12,1369722,ADS_CODE_DAILY_UPDATE,2025-08-01 00:13:17
439177,hyp9F89Cpl,1655,1208338,3,4,서울우유 수험생 중학생 영양제 어린이 비타민 젤리 스틱 170642,,,네이버스마트스토어 퀴즈,N,2025-08-01 00:13:27,9999-12-31 23:59:59,7,18,12,1369722,ADS_CODE_DAILY_UPDATE,2025-08-01 00:13:27
439179,Qn56h1UIHz,1655,1208342,3,4,서울우유 면역 탄탄 키 즈 영양제 건강하게 크는 성장기 청소년 어린이 우유칼슘 170644,,,네이버스마트스토어 퀴즈,N,2025-08-01 00:13:28,9999-12-31 23:59:59,7,18,12,1369722,ADS_CODE_DAILY_UPDATE,2025-08-01 00:13:28
439216,cAQOXvOBjq,335,1208407,2,0,돈버는 날씨서비스,,,최초 오픈,N,2025-08-01 00:17:57,9999-12-31 23:59:59,2,230,180,2747100,NONE,2025-08-01 00:17:57
439405,1IG4qKkvO6,84,1208784,3,8,[N영화리뷰] G155731,,,참여,N,2025-08-01 11:00:00,2031-01-04 00:00:00,7,200,150,2729700,NONE,2025-08-01 10:55:47
439411,xxsAD7UApJ,84,1208783,3,8,[찜하기] GP36504_강서,,,참여,N,2025-08-01 11:00:00,2030-12-27 00:00:00,7,200,150,2731800,NONE,2025-08-01 10:58:04
439412,o1PxtCDROz,84,1208782,3,8,[스토어찜] 킹테라피 (수원),,,참여,N,2025-08-01 11:00:00,2029-12-06 00:00:00,7,200,150,2496900,NONE,2025-08-01 10:58:29
439425,QHs6naajVM,1596,1208804,3,4,[저장하기]사상구축구교실-20250731-18,,,네이버 플레이스 저장하기,N,2025-08-01 11:32:25,9999-12-31 23:59:59,7,20,14,1369827,ADS_CODE_DAILY_UPDATE,2025-08-01 11:32:25
439443,2GgeNBLWw3,318,1208838,3,4,강아지계단 올웨이즈 맞추기 8.1,,,퀴즈 맞추기,N,2025-08-01 13:07:05,9999-12-31 23:59:59,7,16,11,1369827,NONE,2025-08-01 13:07:05
439449,FENXS5bbbT,318,1208849,3,4,동동마켓 엘리카 인덕션 벨벳 맞추기 8.1,,,퀴즈 맞추기,N,2025-08-01 13:11:57,9999-12-31 23:59:59,7,16,11,1369827,NONE,2025-08-01 13:11:56
439452,iYKwvcqN4H,318,1208855,3,4,동동마켓 엘리카 인덕션 핏60 맞추기 8.1,,,퀴즈 맞추기,N,2025-08-01 13:12:03,9999-12-31 23:59:59,7,16,11,1369827,NONE,2025-08-01 13:12:03
439495,bOQhTEcqNj,82,1208928,3,4,서울강아지분양 헬스독 (블로그 리뷰 클릭 후 플레이스 저장),,,블로그 리뷰 클릭 후 플레이스 저장,N,2025-08-01 15:27:36,9999-12-31 23:59:59,7,19,8,1369827,NONE,2025-08-01 15:27:36
439563,nhVX9aKw1B,1655,1209082,3,4,행궁동 안작란 171083,,,네이버플레이스 저장하기 미션,N,2025-08-01 23:17:02,9999-12-31 23:59:59,7,28,20,1369827,NONE,2025-08-01 23:17:02
439579,M8t30X6zah,1623,1209106,3,4,유막제거제,,,퀴즈 맞추기,N,2025-08-02 00:09:17,9999-12-31 23:59:59,7,15,10,1369827,NONE,2025-08-02 00:09:16
439604,0udEaqyxg8,1655,1209156,3,4,애니원119 소화기 스프레이 초기진압용 미니소화기 간이 스탠다드390g 171061,,,네이버스마트스토어 퀴즈,N,2025-08-02 00:13:11,9999-12-31 23:59:59,7,18,12,1369827,ADS_CODE_DAILY_UPDATE,2025-08-02 00:13:11
439606,9hv57cFs7I,1655,1209160,3,4,무타공 도어스토퍼 현관 문 스토퍼 말발굽 말굽 국산 171063,,,네이버스마트스토어 퀴즈,N,2025-08-02 00:13:13,9999-12-31 23:59:59,7,18,12,1369827,ADS_CODE_DAILY_UPDATE,2025-08-02 00:13:13
439759,3S9lUp8KBK,1655,1209464,3,4,샤인머스켓 망고포도 고당도 거봉 당일수확 산지직송 추석 선물세트 171358,,,네이버스마트스토어 퀴즈,N,2025-08-02 16:10:17,9999-12-31 23:59:59,7,18,12,1369827,ADS_CODE_DAILY_UPDATE,2025-08-02 16:10:17
439761,EpCNP7szJ7,1655,1209468,3,4,자두 대석 피자두 후무사 도담 추희 171360,,,네이버스마트스토어 퀴즈,N,2025-08-02 16:10:19,9999-12-31 23:59:59,7,18,12,1369827,ADS_CODE_DAILY_UPDATE,2025-08-02 16:10:19
439781,US7d06U206,1655,1209507,3,4,서울니어치과 171442,,,네이버플레이스 저장하기 미션,N,2025-08-02 20:31:59,9999-12-31 23:59:59,7,28,20,1369827,NONE,2025-08-02 20:31:59
439846,mK299RkF3H,1655,1209631,3,4,인디실용음악학원 171739,,,네이버플레이스 저장하기 미션,N,2025-08-03 14:26:54,9999-12-31 23:59:59,7,28,20,1369827,NONE,2025-08-03 14:26:54
439911,ZflNYcE27M,1655,1209761,3,4,전자담배액상 전담 액상 발라리안 맥스 프로 젤로 호환 무니코틴 알로에베라 니코틴 무 171,,,네이버스마트스토어 퀴즈,N,2025-08-04 00:14:04,9999-12-31 23:59:59,7,18,12,1369827,ADS_CODE_DAILY_UPDATE,2025-08-04 00:14:03
439912,B7qdNdGcYq,1655,1209763,3,4,네이버쇼핑 정답 미션 171596,,,네이버스마트스토어 퀴즈,N,2025-08-04 00:14:17,9999-12-31 23:59:59,7,18,12,1369827,ADS_CODE_DAILY_UPDATE,2025-08-04 00:14:17
439922,TjNjvx6D9F,1623,1209783,3,4,가정동 케이크,,,퀴즈 맞추기,N,2025-08-04 07:37:26,9999-12-31 23:59:59,7,15,10,1369827,NONE,2025-08-04 07:37:26
439973,fS8oz4GQ5k,1439,1210235,3,7,대신증권 크레온,,,계좌 개설,N,2025-08-04 11:00:00,2026-01-06 00:00:00,7,7200,5600,2732100,NONE,2025-08-04 11:12:12
439976,TUSVjcBYtK,1355,1209906,3,5,인생존망겜(레벨79 달성),,,레벨79 달성,N,2025-08-04 13:01:57,9999-12-31 23:59:59,2,10400,7800,2473100,NONE,2025-08-04 13:01:57
439982,SUTg0DfEE3,583,1222542,3,7,케이뱅크 사장님 부동산 담보대출 실행하고,,,사장님 부동산 담보대출 완료,N,2025-08-04 13:00:00,2029-11-29 00:00:00,7,240000,180000,2569500,NONE,2025-08-04 13:14:34
439988,BEjly9iRTd,82,1210207,3,13,LG전자 썸머 파이널 세일,,,클릭 후 10초 이상 체류,N,2025-08-04 14:00:00,2031-01-03 00:00:00,7,15,10,2733900,NONE,2025-08-04 14:26:29
439990,st11Ll0SVA,1668,1211748,3,10,하나손보 자동차 보험 가입,,,연간 보험료 30만원 이상 가입,N,2025-08-05 16:00:00,2031-01-03 00:00:00,7,24000,18000,2577100,NONE,2025-08-04 14:41:55
439991,QIrNqwFwfa,1668,1211779,3,10,헬스시그널,,,회원가입 후 결제,N,2025-08-05 17:00:00,2031-01-03 00:00:00,7,10000,7500,2395000,NONE,2025-08-04 14:48:38
439993,6wOeoZnNDK,1668,1211834,3,10,천신궁합,,,회원가입 후 결제,N,2025-08-05 17:00:00,2031-01-04 00:00:00,7,7000,5250,2373100,NONE,2025-08-04 15:01:23
439995,ou13IbZWOE,1668,1211889,3,10,체질마인드랩,,,회원가입 후 결제,N,2025-08-05 17:00:00,2031-01-04 00:00:00,7,10000,7500,2392600,NONE,2025-08-04 15:07:13
439998,I98G7FvAAI,1668,1211911,3,10,커리어 스캐닝,,,회원가입 후 결제,N,2025-08-05 17:00:00,2031-01-04 00:00:00,7,10000,7500,2392500,NONE,2025-08-04 15:14:14
439999,IRegtPoJ36,1355,1209996,3,5,카 아레나: 패스트 레이스 3D(레벨23 도달),,,레벨23 도달,N,2025-08-04 15:17:00,2025-08-26 23:59:00,2,2160,1620,2462900,NONE,2025-08-04 15:17:04
440000,fUOndwpiLI,1668,1211946,3,10,트립 시그날 데이터,,,회원가입 후 결제,N,2025-08-05 17:00:00,9999-08-06 00:00:00,7,10000,7500,2395100,NONE,2025-08-04 15:19:32
440018,mUoa8wOoZH,1668,1211928,3,10,신통방통 동전점,,,회원가입 후 결제,N,2025-08-05 17:00:00,9999-08-06 00:00:00,7,7000,5250,2383200,NONE,2025-08-04 15:25:38
440021,oWHJRWcjgA,1668,1211900,3,10,에코리마인드,,,회원가입 후 결제,N,2025-08-05 17:00:00,9999-08-06 00:00:00,7,10000,7500,2366000,NONE,2025-08-04 15:29:55
440034,gxgzChWSyf,1668,1211832,3,10,이상형 프로필 체크,,,회원가입 후 결제,N,2025-08-05 17:00:00,2030-12-31 00:00:00,7,10000,7500,2384700,NONE,2025-08-04 15:33:42
440035,gUsWLzAM45,1668,1211921,3,10,재미있는 COM소설,,,회원가입 후 결제,N,2025-08-05 17:00:00,2029-11-22 00:00:00,7,7000,5250,2402000,NONE,2025-08-04 15:35:55
440037,UEbczMuloi,1668,1211904,3,10,러브다이어리,,,회원가입 후 결제,N,2025-08-05 17:00:00,2029-11-22 00:00:00,7,10000,7500,2390600,NONE,2025-08-04 15:39:12
440048,kJlCecQ6je,1668,1211840,3,10,"마이카드포인트전환_23,000P",,,회원가입 후 포인트 조회 및 사용,N,2025-08-05 17:00:00,2029-11-29 00:00:00,7,7000,5250,2296100,NONE,2025-08-04 15:49:23
440055,Gj3CVcwFky,1668,1211805,3,10,매칭코드,,,회원가입 후 결제,N,2025-08-05 17:00:00,2029-11-29 00:00:00,7,10000,7500,2391100,NONE,2025-08-04 15:52:57
440077,JjZzUxqrKz,1668,1211842,3,10,대통운세,,,회원가입 후 결제,N,2025-08-05 17:00:00,9999-08-06 00:00:00,7,7000,5250,2401700,NONE,2025-08-04 16:15:15
440081,9D6C6uBxmG,1668,1211755,3,10,DB손해보험 가정보장보험,,,월납 1만원 이상 가입,N,2025-08-05 17:00:00,9999-08-06 00:00:00,7,14000,10500,2577500,NONE,2025-08-04 16:26:41
440082,vIefqDQRvT,1355,1210089,3,5,"스도쿠-스도쿠 퍼즐, 두뇌 게임, 숫자 게임",,,쉬운 레벨 200 도달,N,2025-08-04 16:32:01,9999-12-31 23:59:59,2,2000,1500,2458800,NONE,2025-08-04 16:32:00
440143,6kwCMncxKk,318,1210388,3,4,올바른고 메가알부민 맞추기 12.12,,,퀴즈 맞추기,N,2025-08-04 18:36:50,9999-12-31 23:59:59,7,16,11,1369941,NONE,2025-08-04 18:36:50
440151,YwxXfiCWSS,1655,1210398,3,4,결혼식 답례품 호두정과 140g 호두강정 답례품 조문 돌잔치 개업 172128,,,네이버스마트스토어 퀴즈,N,2025-08-04 20:42:08,9999-12-31 23:59:59,7,18,12,1369941,ADS_CODE_DAILY_UPDATE,2025-08-04 20:42:08
440152,rO5jKxx9Am,1655,1210400,3,4,결혼식 답례품 호두정과 140g 호두강정 답례품 보자기 조문 172129,,,네이버스마트스토어 퀴즈,N,2025-08-04 20:47:11,9999-12-31 23:59:59,7,18,12,1369941,ADS_CODE_DAILY_UPDATE,2025-08-04 20:47:11
440153,ZT4ZntZMgN,1655,1210402,3,4,홍삼스틱 선물 세트 보자기 답례품 홍삼즙 엑기스 20포 172132,,,네이버스마트스토어 퀴즈,N,2025-08-04 21:01:54,9999-12-31 23:59:59,7,18,12,1369941,ADS_CODE_DAILY_UPDATE,2025-08-04 21:01:54
440154,SQvrUsSEaX,1596,1210404,3,4,[정답입력] 킨텍스맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-08-04 21:26:58,9999-12-31 23:59:59,7,18,12,1369941,ADS_CODE_DAILY_UPDATE,2025-08-04 21:26:58
440167,nTPAtSWcjy,50,1210430,2,1,[오픈하기] KB차차차,,,최초 오픈,N,2025-08-05 00:07:08,9999-12-31 23:59:59,2,260,200,2747500,NONE,2025-08-05 00:07:07
440182,JaabDYr5bQ,1623,1210459,3,4,[정답입력]정통 숯불 꼬치,,,퀴즈 맞추기,N,2025-08-05 00:09:27,9999-12-31 23:59:59,7,15,10,1369941,NONE,2025-08-05 00:09:27
440212,UQrqlIo5zR,1631,1210503,3,4,"뉴트리하루 프리미엄 맥주효모 비오틴 15000 식약청인증 영양제 판토텐산 함유, 1개, 6",,,정답입력,N,2025-08-05 00:23:09,9999-12-31 23:59:59,7,16,10,1369941,ADS_CODE_DAILY_UPDATE,2025-08-05 00:23:09
440224,h3L220dvP0,1596,1210525,3,4,[저장하기]송리단길이자카야모토쿠라시-20250801-19,,,네이버 플레이스 저장하기,N,2025-08-05 06:08:06,9999-12-31 23:59:59,7,20,14,1369941,ADS_CODE_DAILY_UPDATE,2025-08-05 06:08:06
440236,vpHpLNCTHN,1596,1210549,3,4,[정답입력]구로디지털단지역 낙곱새 맛집,,,네이버 플레이스 지도 거리 입력하기,N,2025-08-05 06:12:27,9999-12-31 23:59:59,7,18,12,1369941,ADS_CODE_DAILY_UPDATE,2025-08-05 06:12:27
